Indicator Name,Indicator Code,Country Name,Country Code,Year,Value
Harmonized Test Scores,HD.HCI.HLOS,Tonga,TON,2020,385.956787109375
Harmonized Test Scores,HD.HCI.HLOS,Tonga,TON,2018,370.020294189453
Harmonized Test Scores,HD.HCI.HLOS,Tonga,TON,2017,376
"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,Tonga,TON,2020,399.434936523438
"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,Tonga,TON,2018,387.048370361328
"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,Tonga,TON,2017,386
"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,Tonga,TON,2020,374.784973144531
"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,Tonga,TON,2018,354.608154296875
"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,Tonga,TON,2017,366
Learning-Adjusted Years of School,HD.HCI.LAYS,Tonga,TON,2020,7.14021062850952
Learning-Adjusted Years of School,HD.HCI.LAYS,Tonga,TON,2018,6.84538507461548
Learning-Adjusted Years of School,HD.HCI.LAYS,Tonga,TON,2017,6.55
"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,Tonga,TON,2020,7.56232023239136
"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,Tonga,TON,2018,7.3278112411499
"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,Tonga,TON,2017,6.91
"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,Tonga,TON,2020,6.78486824035645
"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,Tonga,TON,2018,6.41959953308105
"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,Tonga,TON,2017,6.21
Probability of Survival to Age 5,HD.HCI.MORT,Tonga,TON,2020,0.984372794628143
Probability of Survival to Age 5,HD.HCI.MORT,Tonga,TON,2018,0.983943402767181
Probability of Survival to Age 5,HD.HCI.MORT,Tonga,TON,2017,0.984
Probability of Survival to Age 5,HD.HCI.MORT,Tonga,TON,2010,0.982595205307007
"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,Tonga,TON,2020,0.982817053794861
"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,Tonga,TON,2018,0.982348799705505
"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,Tonga,TON,2017,0.9824
"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,Tonga,TON,2010,0.980788111686707
"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,Tonga,TON,2020,0.985987961292267
"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,Tonga,TON,2018,0.985609114170074
"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,Tonga,TON,2017,0.9858
"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,Tonga,TON,2010,0.984402418136597
Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,Tonga,TON,2020,0.531120657920837
Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,Tonga,TON,2018,0.518034160137177
Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,Tonga,TON,2017,0.512
"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,Tonga,TON,2020,0.556941568851471
"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,Tonga,TON,2018,0.545847237110138
"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,Tonga,TON,2017,0.523
"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,Tonga,TON,2020,0.514327526092529
"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,Tonga,TON,2018,0.501738131046295
"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,Tonga,TON,2017,0.496
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,Tonga,TON,2020,0.538027703762054
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,Tonga,TON,2018,0.526671409606934
"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,Tonga,TON,2017,0.503
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,Tonga,TON,2020,0.490585923194885
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,Tonga,TON,2018,0.475807815790176
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,Tonga,TON,2017,0.457
"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,Tonga,TON,2020,0.509331881999969
"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,Tonga,TON,2018,0.494061052799225
"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,Tonga,TON,2017,0.475
"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,Tonga,TON,2020,0.545081198215485
"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,Tonga,TON,2018,0.531748831272125
"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,Tonga,TON,2017,0.526
"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,Tonga,TON,2020,0.573482990264893
"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,Tonga,TON,2018,0.562060534954071
"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,Tonga,TON,2017,0.54
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,Tonga,TON,2020,0.525763034820557
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,Tonga,TON,2018,0.510409653186798
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,Tonga,TON,2017,0.492
Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,Tonga,TON,2020,0.919000029563904
Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,Tonga,TON,2018,0.919000029563904
Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,Tonga,TON,2017,0.919
"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,Tonga,TON,2020,0.919000029563904
"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,Tonga,TON,2018,0.919000029563904
"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,Tonga,TON,2020,0.919000029563904
"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,Tonga,TON,2018,0.919000029563904
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Tonga,TON,2009,65.3
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2019,6
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2018,6.5
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2017,7.1
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2016,6.8
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2015,7.5
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2014,7.4
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2013,7.4
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2012,8
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2011,10.3
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2010,7
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2009,8.2
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2008,9.6
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2007,10.8
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2006,10.3
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2005,11.7
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2004,13.9
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Tonga,TON,2003,16.1
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2019,6
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2018,6.5
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2017,7.1
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2016,6.8
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2015,7.5
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2014,7.4
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2013,7.4
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2012,8
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2011,10.3
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2010,7
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2009,8.2
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2008,9.6
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2007,10.8
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2006,10.3
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2005,11.7
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2004,13.9
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Tonga,TON,2003,16.1
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2019,6
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2018,6.5
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2017,7.1
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2016,6.8
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2015,7.5
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2014,7.4
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2013,7.4
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2012,8
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2011,10.3
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2010,7
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2009,8.2
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2008,9.6
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2007,10.8
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2006,10.3
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2005,11.7
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2004,13.9
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Tonga,TON,2003,16.1
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2019,16
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2018,16
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2017,16
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2016,16
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2015,16
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2014,16
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2013,16
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2012,16
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2011,16
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2010,25
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2009,25
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2008,25
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2007,32
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2006,32
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2005,32
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2004,32
Time required to start a business (days),IC.REG.DURS,Tonga,TON,2003,32
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2019,16
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2018,16
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2017,16
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2016,16
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2015,16
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2014,16
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2013,16
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2012,16
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2011,16
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2010,25
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2009,25
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2008,25
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2007,32
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2006,32
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2005,32
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2004,32
"Time required to start a business, female (days)",IC.REG.DURS.FE,Tonga,TON,2003,32
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2019,16
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2018,16
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2017,16
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2016,16
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2015,16
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2014,16
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2013,16
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2012,16
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2011,16
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2010,25
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2009,25
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2008,25
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2007,32
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2006,32
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2005,32
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2004,32
"Time required to start a business, male (days)",IC.REG.DURS.MA,Tonga,TON,2003,32
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2019,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2018,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2017,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2016,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2015,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2014,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2013,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2012,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2011,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2010,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2009,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2008,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2007,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2006,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2005,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2004,4
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,2003,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2019,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2018,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2017,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2016,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2015,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2014,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2013,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2012,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2011,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2010,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2009,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2008,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2007,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2006,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2005,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2004,4
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Tonga,TON,2003,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2019,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2018,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2017,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2016,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2015,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2014,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2013,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2012,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2011,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2010,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2009,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2008,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2007,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2006,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2005,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2004,4
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Tonga,TON,2003,4
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,2021,469228124.153914
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,2020,484796858.839009
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,2019,512053639.842631
